Report ID,Year,Country,Region,Name of Project,Commodity Type,Commodity,EITI Production Volumes,Unit,Price from EITI Report,Per Unit,Name of Companies Operating the Project,Payments Received by Government (US$),Payments Made by Companies (US$),Page of the Report
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block- Deep Horizons,"Oil, Gas",,,,,,Petro Andina (Trinidad) Ltd (50%),Not given,Not given,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block- Deep Horizons,"Oil, Gas",,,,,,Voyager Energy (Trinidad) Ltd (30%),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block- Deep Horizons,"Oil, Gas",,,,,,Petrotin (20%),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block-Shallow Horizons,"Oil, Gas",,Not given,,,,Parex Resources (Trinidad) Ltd. (Operator),Not given,Not given,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block-Shallow Horizons,"Oil, Gas",,,,,,Petro Andina (Trinidad) Ltd (50%),Not given,Not given,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block-Shallow Horizons,"Oil, Gas",,,,,,Petrotin (35%),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Central Range Block-Shallow Horizons,"Oil, Gas",,,,,,Voyager Energy (Trinidad) Ltd (15%),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block- Deep Horizons,"Oil, Gas",,Not given,,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block- Deep Horizons,"Oil, Gas",,,,,,Voyager Energy (Trinidad) Ltd,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block- Deep Horizons,"Oil, Gas",,,,,,Petrotin,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block-Shallow Horizons,"Oil, Gas",,Not given,,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block-Shallow Horizons,"Oil, Gas",,,,,,Voyager Energy (Trinidad) Ltd,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,Guayaguayare Block-Shallow Horizons,"Oil, Gas",,,,,,Petrotin,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 1 (NCMA 1),"Oil, Gas",,Not available,,,,BG Trinidad and Tobago Limited (Operator and holder of 57% interest),Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 1 (NCMA 1),"Oil, Gas",,,,,,NSGP (Ensign) Limited (21.5%),0.0,0.0,45.0
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 1 (NCMA 1),"Oil, Gas",,,,,,ENI Trinidad and Tobago Limited (21.5%),12568771.472868217,12568771.472868217,45.0
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 2 (NCMA 2),"Oil, Gas",,Not given,,,,Niko Resources (NCMA2 Caribbean) Limited (Operator),13933742.170542635,13983084.96124031,46.0
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 2 (NCMA 2),"Oil, Gas",,,,,,RWE Dea Trinidad and Tobago GmbH,Not given,Not given,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 2 (NCMA 2),"Oil, Gas",,,,,,Petrotin,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 3 (NCMA 3),"Oil, Gas",,Not given,,,,Niko Resources (NCMA3 Caribbean) Limited (Operator),3642857.519379845,3709641.5503875967,46.0
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 3 (NCMA 3),"Oil, Gas",,,,,,Petrotin,Not available,Not available,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 4 (NCMA 4),"Oil, Gas",,Not given,,,,Centrica North Sea Oil Ltd (Operator),6480586.356589147,6503803.100775193,45.0
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 4 (NCMA 4),"Oil, Gas",,,,,,Venture North Sea Oil Limited,Not given,Not given,
Trinidad&Tobago2011,2011.0,Trinidad & Tobago,Latin America and Caribbean,North Coast Marine Area 4 (NCMA 4),"Oil, Gas",,,,,,Petrotin,Not available,Not available,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,LNG,186800000000.0,cubic feet,Not given,,Yemen Gas Company,112270000.0,112270000.0,"17 (of the 2011 report), 28"
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Total,,,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Hunt,,,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,SK Innovation,,,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Korea Gas Corporation,,,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Hyundai Corporation,,,
Yemen2010,2010.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,The General Authority for Social Security and Pensions,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,LNG,309400000000.0,cubic feet,Not given,,Yemen Gas Company,201261000.0,201001000.0,"17, 40"
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Total,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Hunt,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,SK Innovation,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Korea Gas Corporation,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,Hyundai Corporation,,,
Yemen2011,2011.0,Yemen,Middle East and North Africa,YLNG,Gas,,,,,,The General Authority for Social Security and Pensions,,,
Zambia2010,2010.0,Zambia,Africa,,Mining,,,,,,,,,
Zambia2011,2011.0,Zambia,Africa,,Mining,,,,,,,,,
