Report ID,Year,Country,Region,Name of Project,Commodity Type,Commodity,EITI Production Volumes,Unit,Price from EITI Report,Per Unit,Name of Companies Operating the Project,Payments Received by Government (US$),Payments Made by Companies (US$),Page of the Report
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,Oil,1181088.0,bbls,Not given,,Tullow Ghana Limited (Operator and holder of 34.7% interest),Not given,Not given,19.0
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Kosmos Energy (23.5%),,,
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Anadarko Petroleum (23.5%),,,
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Ghana National Petroleum Company (13.8%),,,
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Sabre Oil & Gas (2.8%),,,
Ghana2010,2010.0,Ghana,Africa,Jubilee Field,Oil,,,,,,E.O. Group (1.7%),,,
Ghana2011,2011.0,Ghana,Africa,Jubilee Field,Oil,Oil,24195895.0,bbls,113.075,US$/bbl,Tullow Ghana Limited (Operator and holder of 35.5% interest),Not given,Not given,"19, 21"
Ghana2011,2011.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Kosmos Energy (24%),,,
Ghana2011,2011.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Anadarko Petroleum (24%),,,
Ghana2011,2011.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Ghana National Petroleum Company (13.6%),,,
Ghana2011,2011.0,Ghana,Africa,Jubilee Field,Oil,,,,,,Sabre Oil & Gas (2.7%),,,
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Rokan,"Oil, Gas",Oil/Gas,Not given,,,,PT Chevron Pacific Indonesia,5477067000.0,5477072000.0,6.4/1
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,East Kalimantan,"Oil, Gas",Oil/Gas,Not given,,,,Chevron Indonesia Company,371120000.0,371121000.0,6.4/2
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Makassar Strait,"Oil, Gas",Oil/Gas,Not given,,,,Chevron Makassar Ltd.,189152000.0,186646000.0,6.4/3
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Siak,"Oil, Gas",Oil/Gas,Not given,,,,Chevron Siak Inc.,34868000.0,34868000.0,6.4/4
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,MFK,"Oil, Gas",Oil/Gas,Not given,,,,Chevron Mountain Front Kuantan Inc.,9123000.0,8797000.0,6.4/5
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Mahakam,"Oil, Gas",Oil/Gas,Not given,,,,Total E&P Indonesie,2597509000.0,2597509000.0,6.4/6
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Mahakam,"Oil, Gas",,Not given,,,,Inpex Corporation,2290007000.0,1456838000.0,6.4/7
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,South Natuna Sea B,"Oil, Gas",Oil/Gas,Not given,,,,ConocoPhillips Indonesia Inc. Ltd.,1233560000.0,1233561000.0,6.4/8
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Corridor,"Oil, Gas",Oil/Gas,Not given,,,,ConocoPhillips (Grissik) Ltd.,1272176000.0,1272238000.0,6.4/9
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,South Jambi B,"Oil, Gas",Oil/Gas,Not given,,,,ConocoPhillips (South Jambi) Ltd.,6958000.0,6047000.0,6.4/10
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Indonesia (Nation-wide),"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina EP,1387958000.0,1367305000.0,6.4/11
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",Oil/Gas,Not given,,,,Virginia Indonesia Co.,666025000.0,670618000.0,6.4/12
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,North Sumatra Offshore,"Oil, Gas",Oil/Gas,Not given,,,,Mobil Expl. Indo (NSO) Inc.,355402000.0,355402000.0,6.4/13
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,B Block,"Oil, Gas",Oil/Gas,Not given,,,,ExxonMobil Oil Indonesia Inc.,330720000.0,330721000.0,6.4/14
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",Oil/Gas,Not given,,,,Mobil Cepu Ltd.,22792000.0,22792000.0,6.4/15
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Pase,"Oil, Gas",Oil/Gas,Not given,,,,Mobil Pase Inc.,906000.0,1146000.0,6.4/16
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",Oil/Gas,Not given,,,,CNOOC SES Ltd.,577228000.0,561290000.0,6.4/17
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Coastal Plains Pekanbaru,"Oil, Gas",Oil/Gas,Not given,,,,PT Bumi Siak Pusako,318379000.0,319903000.0,6.4/18
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,West Madura,"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi West Madura,134410000.0,134950000.0,6.4/19
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,West Madura,"Oil, Gas",,,,,,"Kodeco Energy Co., Ltd.",139671000.0,140695000.0,6.4/44
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Tuban,"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi East Java,68409000.0,70719000.0,6.4/20
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Tuban,"Oil, Gas",Oil/Gas,,,,,PetroChina East Java,80947000.0,74147000.0,6.4/26
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Ogan Komering,"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi Ogan Komering,33172000.0,33172000.0,6.4/21
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Ogan Komering,"Oil, Gas",,,,,,Talisman (Ogan Komering) Ltd.,35461000.0,35695000.0,6.4/46
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Kepala Burung,"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi Salawati,20608000.0,21894000.0,6.4/22
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Kepala Burung,"Oil, Gas",,,,,,PetroChina International Salawati Ltd,23992000.0,22479000.0,6.4/27
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,"Senoro - Toili, Sulawesi","Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi Tomori Sulawesi,9391000.0,9391000.0,6.4/23
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,"Senoro - Toili, Sulawesi","Oil, Gas",Oil/Gas,,,,,PT Medco E&P Tomori Sulawesi,6175000.0,6175000.0,6.4/37
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Raja,"Oil, Gas",Oil/Gas,Not given,,,,PT Pertamina Hulu Energi Raja Tempirai,6341000.0,6317000.0,6.4/24
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Raja,"Oil, Gas",,,,,,Golden Spike Ltd.,5067000.0,5233000.0,6.4/51
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Jabung,"Oil, Gas",Oil/Gas,Not given,,,,PetroChina International Jabung Ltd.,634789000.0,583988000.0,6.4/25
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Salawati Basin,"Oil, Gas",Oil/Gas,Not given,,,,PetroChina International (Bermuda) Ltd.,75043000.0,75043000.0,6.4/28
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Bangko,"Oil, Gas",Oil/Gas,Not given,,,,PetroChina International Bangko Ltd.,685000.0,685000.0,6.4/29
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",Oil/Gas,Not given,,,,Pertamina Hulu Energi ONWJ Ltd.,406903000.0,398032000.0,6.4/30
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Berau,"Oil, Gas",Oil/Gas,Not given,,,,BP Berau Ltd.,3227000.0,3226000.0,6.4/31
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Muturi,"Oil, Gas",Oil/Gas,Not given,,,,BP Muturi Ltd.,971000.0,971000.0,6.4/32
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Wiriagar,"Oil, Gas",Oil/Gas,Not given,,,,BP Wiriagar Ltd.,386000.0,387000.0,6.4/33
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Barisan Rimau,"Oil, Gas",Oil/Gas,Not given,,,,PT Medco E&P Rimau,326226000.0,235463000.0,6.4/34
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,South & Central Sumatra,"Oil, Gas",Oil/Gas,Not given,,,,PT Medco E&P Indonesia,166905000.0,257667000.0,6.4/35
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Tarakan,"Oil, Gas",Oil/Gas,Not given,,,,PT Medco E&P Tarakan,39340000.0,39340000.0,6.4/36
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Lematang,"Oil, Gas",Oil/Gas,Not given,,,,PT Medco E&P Lematang,45000.0,45000.0,6.4/38
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Natuna Sea - A,"Oil, Gas",Oil/Gas,Not given,,,,Premier Oil Natuna SEA BV,345456000.0,345090000.0,6.4/39
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Malacca Strait,"Oil, Gas",Oil/Gas,Not given,,,,Kondur Petroleum S.A,126891000.0,125739000.0,6.4/40
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Kangean,"Oil, Gas",Oil/Gas,Not given,,,,Kangean Energy Indonesia Ltd.,8097000.0,8098000.0,6.4/41
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Korinci,"Oil, Gas",Oil/Gas,Not given,,,,Kalila (Korinci) Ltd.,1217000.0,1217000.0,6.4/42
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Brantas,"Oil, Gas",Oil/Gas,Not given,,,,Lapindo Brantas Inc.,1694000.0,1695000.0,6.4/43
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Kakap,"Oil, Gas",Oil/Gas,Not given,,,,Star Energy Kakap Ltd.,116257000.0,117583000.0,6.4/45
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,"Pangkah, East Java","Oil, Gas",Oil/Gas,Not given,,,,Hess (Indonesia-Pangkah) Ltd.,18954000.0,18954000.0,6.4/47
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,"Sampang, East Java Sea","Oil, Gas",Oil/Gas,Not given,,,,Santos (Sampang) Pty. Ltd,13577000.0,13578000.0,6.4/48
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Madura Offshore,"Oil, Gas",Oil/Gas,Not given,,,,Santos (Madura Offshore) Pty. Ltd.,8590000.0,8589000.0,6.4/49
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,"Sengkang, South Sulawesi","Oil, Gas",Oil/Gas,Not given,,,,Energy Equity Epic (Sengkang) Pty. Ltd.,7228000.0,7228000.0,6.4/50
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Seram Non Bula,"Oil, Gas",Oil/Gas,Not given,,,,CITIC Seram Energy Ltd.,3095000.0,3095000.0,6.4/52
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Bula - Seram,"Oil, Gas",Oil/Gas,Not given,,,,Kalrez Petroleum (Seram) Ltd.,1056000.0,1055000.0,6.4/53
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Tungkal,"Oil, Gas",Oil/Gas,Not given,,,,Pearl Oil (Tungkal) Ltd.,1837000.0,1837000.0,6.4/54
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Selat Panjang,"Oil, Gas",Oil/Gas,Not given,,,,Petroselat Ltd.,1123000.0,1123000.0,6.4/55
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Wailawi,"Oil, Gas",Oil/Gas,Not given,,,,Perusda Benuo Taka,442000.0,442000.0,6.4/56
Indonesia2009,2009.0,Indonesia,East Asia and Pacific,Gebang,"Oil, Gas",Oil/Gas,Not given,,,,Costa International Group Ltd.,103000.0,103000.0,6.4/57
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Rokan,"Oil, Gas",Oil,123168812.0,barrels,Not given,,PT Chevron Pacific Indonesia,7127862000.0,7127862000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,East Kalimantan,"Oil, Gas",Oil,8435754.0,barrels,Not given,,Chevron Indonesia Company,545349000.0,545349000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,East Kalimantan,"Oil, Gas",Gas,31986233.0,MSCF,Not given,,Inpex Offshore North Mahakam Ltd,10391000.0,10391000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Makassar Strait,"Oil, Gas",Oil,1698543.0,barrels,Not given,,Chevron Makassar Ltd.,128022000.0,128022000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Makassar Strait,"Oil, Gas",Gas,8501184.0,MSCF,Not given,,PT PHE Makassar Strait,12367000.0,12367000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Siak,"Oil, Gas",Oil,749000.0,barrels,Not given,,Chevron Siak Inc.,46967000.0,46967000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,MFK,"Oil, Gas",Oil,47948.0,barrels,Not given,,Chevron Mountain Front Kuantan Inc.,3211000.0,3211000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,MFK,"Oil, Gas",,,,,,PT PHE MFK,240000.0,240000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Mahakam,"Oil, Gas",Oil,34104006.0,barrels,Not given,,Total E&P Indonesie,4540376000.0,4540376000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Mahakam,"Oil, Gas",Gas,807568771.0,MSCF,Not given,,Inpex Corporation,1873828000.0,1873750000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Mahakam,"Oil, Gas",,,,,,Indonesia Petroleum Ltd,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Natuna Sea B,"Oil, Gas",Oil,21555884.0,barrels,Not given,,ConocoPhillips Indonesia Inc. Ltd.,1487339000.0,1468298000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Natuna Sea B,"Oil, Gas",Gas,166688250.0,MSCF,Not given,,Chevron South Natuna B Inc,108150000.0,108150000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Natuna Sea B,"Oil, Gas",,,,,,Inpex Natuna Ltd,177139000.0,177139000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Corridor,"Oil, Gas",Oil,3964416.0,barrels,Not given,,ConocoPhillips (Grissik) Ltd.,1409579000.0,1406750000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Corridor,"Oil, Gas",Gas,349021784.0,MSCF,Not given,,Talisman Energi,221486000.0,221486000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Corridor,"Oil, Gas",,,,,,Pertamina EP,71318000.0,71318000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Jambi B,"Oil, Gas",Oil,23085.0,barrels,Not given,,ConocoPhillips (South Jambi) Ltd.,1425000.0,1723000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Jambi B,"Oil, Gas",Gas,1093203.0,MSCF,Not given,,PT PHE South Jambi,293000.0,293000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Jambi B,"Oil, Gas",,,,,,Petrochina,500000.0,,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South Jambi B,"Oil, Gas",,,,,,Pertamina,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Indonesia (Nation-wide),"Oil, Gas",Oil,46758400.0,barrels,Not given,,PT Pertamina EP,1635485000.0,1637507000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Indonesia (Nation-wide),"Oil, Gas",Gas,299389811.0,MSCF,Not given,,Koperasi Energi Indonesia,,,Appendix C11-12 (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",Oil,6484541.0,barrels,Not given,,Virginia Indonesia Co.,675289000.0,675289000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",Gas,104958149.0,MSCF,Not given,,BP East Kalimantan,49876000.0,49877000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",,,,,,Lasmo Sanga-sanga Ltd,47982000.0,47981000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",,,,,,Opicoil Houston Inc,43568000.0,43568000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",,,,,,Virginia International Company,33686000.0,33686000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Sanga-Sanga,"Oil, Gas",,,,,,Universe Gas&Oil Company,9381000.0,9381000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,North Sumatra Offshore,"Oil, Gas",Oil,389370.0,barrels,Not given,,Mobil Expl. Indo (NSO) Inc.,561627000.0,561627000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,North Sumatra Offshore,"Oil, Gas",Gas,70461263.0,MSCF,Not given,,,,,Appendix C11-12 (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,B Block,"Oil, Gas",Oil,1334436.0,barrels,Not given,,ExxonMobil Oil Indonesia Inc.,403217000.0,403141000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,B Block,"Oil, Gas",Gas,39664433.0,MSCF,Not given,,,,,Appendix C11-12 (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",Oil,6772071.0,barrels,Not given,,Mobil Cepu Ltd.,72533000.0,72533000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,Ampolex (Cepu) PTE. Ltd,199000.0,199000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,PT Pertamina EP Cepu,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,PT Sarana Patra Hulu Cepu,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,PT Blora Patragas Hulu,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,PT Asri Dharma Sejahtera,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Cepu,"Oil, Gas",,,,,,PT Petrogas Jatim Utama Cendana,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",Oil,14994753.0,barrels,Not given,,CNOOC SES Ltd.,767094000.0,766912000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",Gas,23989265.0,MSCF,Not given,,Inpex Sumatra Ltd/PHE Sumatra,12214000.0,21214000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,KNOC Sumatra Ltd,7195000.0,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,Salamander Energy (Sumatra) BV,3598000.0,3598000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,Orchard Energy Sumatra BV,,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,Fortuna Resources (Sunda) Ltd,2049000.0,2049000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,Talisman UK (South East Sumatra) Ltd,1120000.0,1120000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,South East Sumatera,"Oil, Gas",,,,,,Talisman Resources (Bahamas) Ltd,924000.0,924000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Muturi,"Oil, Gas",Oil,371868.0,barrels,Not given,,BP Muturi Holdings BV,7737000.0,7737000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Muturi,"Oil, Gas",Gas,54631085.0,MSCF,Not given,,CNOOC Muturia Ltd,1250000.0,1250000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Muturi,"Oil, Gas",,,,,,Indonesia Natural Gas Resources Muturi Inc,5088000.0,5088000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Coastal Plains Pekanbaru,"Oil, Gas",Oil,6259258.0,barrels,Not given,,JOB PT Bumi Siak Pusako-Pertamina Hulu,328259000.0,328259000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Coastal Plains Pekanbaru,"Oil, Gas",,,,,,PT PHE CPP,17243000.0,17243000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",Oil,9902748.0,barrels,Not given,,Pertamina Hulu Energi ONWJ Ltd.,497209000.0,497209000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",Gas,74149557.0,MSCF,Not given,,CNOOC ONWJ Ltd,23362000.0,23362000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",,,,,,Itochu Oil Exploration Co. Ltd,862000.0,,
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",,,,,,PT PHE Jawa Ltd,8033000.0,8033000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",,,,,,Salamander Energy (Java) BV,3733000.0,3733000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Offshore Northwest Java,"Oil, Gas",,,,,,Talisman Energy,4010000.0,4010000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,West Madura,"Oil, Gas",Oil,3707980.0,barrels,Not given,,Pertamina Hulu Energi West Madura Offshore,-110440000.0,-110440000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,West Madura,"Oil, Gas",Gas,30182148.0,MSCF,Not given,,,,,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Tuban,"Oil, Gas",Oil,3902484.0,barrels,Not given,,JOB Pertamina - PetroChina East Java Ltd,107591000.0,107591000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Tuban,"Oil, Gas",Gas,2378410.0,MSCF,Not given,,PT PHE Tuban East Java,97397000.0,97391000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Tuban,"Oil, Gas",,,,,,PT PHE Tuban,6821000.0,6821000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Salawati Island JOB,"Oil, Gas",Oil,1108250.0,barrels,Not given,,JOB Pertamina - PetroChina Salawati Ltd,17451000.0,17451000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Salawati Island JOB,"Oil, Gas",,,,,,PT PHE Salawati ,15216000.0,15189000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Salawati Island JOB,"Oil, Gas",,,,,,Lundin Indonesia BV/RHP Salawati Island BV,947000.0,947000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Salawati Island JOB,"Oil, Gas",,,,,,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,1221000.0,1221000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,"Senoro - Toili, Sulawesi","Oil, Gas",Oil,618580.0,barrels,Not given,,PT Pertamina - Medco E&P Tomori Sulawesi,21411000.0,21411000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,"Senoro - Toili, Sulawesi","Oil, Gas",,,,,,PT PHE Tomori,2243000.0,2243000.0,Appendix D (of oil & gas report)
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Pendopo-Raja JOB,"Oil, Gas",Oil,404463.0,barrels,Not given,,JOB Pertamina-Golden Spike Energy Indonesia Ltd,10674000.0,10674000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
Indonesia2010,2010.0,Indonesia,East Asia and Pacific,Pendopo-Raja JOB,"Oil, Gas",Gas,636692.0,MSCF,Not given,,PT PHE Raja Tempirai,6363000.0,6363000.0,"Appendix C11-12 (of oil & gas report), Appendix D (of oil & gas report)"
