MEASURE,,,US Dollars at current prices and current exchange rates in millions,,,,,,,,,,Percentage of total trade in goods and services,,,,,,,,
FLOW,,,Exports,,,,Imports,,,Balance,,,Exports,,,Imports,,,Balance,,
SERIES,,,Total trade in services ,Total trade in goods and services,Total trade in goods and services (US$),Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods,Total trade in services ,Total trade in goods and services,Total trade in goods
YEAR,ECONOMY,Lookup,,,,,,,,,,,,,,,,,,,
2002,Kyrgyzstan,2002_Kyrgyzstan,142.01,640.097,640097000.0,498.087,146.929,718.291,571.362,-4.919,-78.194,-73.275,22.1856999798,100.0,77.8143000202,20.4553586221,100.0,79.5446413779,..,..,..
2002,Liberia,2002_Liberia,-,..,..,-,-,-,145.0,-,-,-,-,-,-,-,-,52.6451681596,..,..,..
2002,Madagascar,2002_Madagascar,396.54,1255.636,1255636000.0,859.096,704.214,1770.614,1066.4,-307.674,-514.978,-207.304,31.5808084509,100.0,68.4191915491,39.7723049744,100.0,60.2276950256,..,..,..
2002,Mali,2002_Mali,169.418,1044.532,1044531999.9999999,875.114,387.021,1099.478,712.457,-217.603,-54.946,162.657,16.2195126621,100.0,83.7804873379,35.2004314775,100.0,64.7995685225,..,..,..
2002,Mauritania,2002_Mauritania,73.99570746,405.43384685,405433846.85,331.43813939,154.32964771,585.12378916,430.79414145,-80.33394025,-179.68994231,-99.35600206,18.250994098,100.0,81.749005902,26.3755551507,100.0,73.6244448493,..,..,..
2002,Mongolia,2002_Mongolia,183.924,707.924,707924000.0,524.0,265.84,946.016,680.176,-81.916,-238.092,-156.176,25.9807549963,100.0,74.0192450037,28.1010046342,100.0,71.8989953658,..,..,..
2002,Mozambique,2002_Mozambique,339.378,1149.19,1149190000.0,809.812,576.977,2053.427,1476.45,-237.599,-904.237,-666.638,29.5319311863,100.0,70.4680688137,28.0982474663,100.0,71.9017525337,..,..,..
2002,Niger,2002_Niger,50.556,330.0,330000000.0,279.444,152.258,523.425,371.167,-101.702,-193.425,-91.723,15.32,100.0,84.68,29.0887901801,100.0,70.9112098199,..,..,..
2002,Nigeria,2002_Nigeria,2523.73,18137.13,18137130000.0,15613.4,4921.59,15797.19,10875.6,-2397.86,2339.94,4737.8,13.914715283,100.0,86.085284717,31.1548446274,100.0,68.8451553726,..,..,..
2002,Norway,2002_Norway,19488.1,79042.6,79042600000.0,59554.5,17972.3,53235.6,35263.3,1515.8,25807.0,24291.2,24.6551859377,100.0,75.3448140623,33.7599275673,100.0,66.2400724327,..,..,..
2002,Peru,2002_Peru,1455.04,9168.94,9168940000.0,7713.9,2448.83,9841.62,7392.79,-993.79,-672.68,321.11,15.8692280678,100.0,84.1307719322,24.8823872493,100.0,75.1176127507,..,..,..
2002,Sierra Leone,2002_Sierra Leone,38.336,98.176,98176000.0,59.84,80.763,335.704,254.941,-42.427,-237.528,-195.101,39.0482398957,100.0,60.9517601043,24.0578009199,100.0,75.9421990801,..,..,..
2002,Timor-Leste,2002_Timor-Leste,_,..,..,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
2002,Togo,2002_Togo,90.003,514.237,514236999.99999994,424.234,148.09,723.729,575.639,-58.087,-209.492,-151.405,17.5022411845,100.0,82.4977588155,20.4620790379,100.0,79.5379209621,..,..,..
2002,Trinidad and Tobago,2002_Trinidad and Tobago,637.0,4557.0,4557000000.0,3920.0,373.0,4055.3,3682.3,264.0,501.7,237.7,13.9784946237,100.0,86.0215053763,9.1978398639,100.0,90.8021601361,..,..,..
2002,Tanzania,2002_Tanzania,920.14,1899.706,1899706000.0,979.566,632.53,2143.85,1511.32,287.61,-244.144,-531.754,48.4359158733,100.0,51.5640841267,29.5043962964,100.0,70.4956037036,..,..,..
2002,Yemen,2002_Yemen,166.165,3786.885,3786885000.0,3620.72,934.787,3866.817,2932.03,-768.622,-79.932,688.69,4.3879072113,100.0,95.6120927887,24.1745859708,100.0,75.8254140292,..,..,..
2002,Zambia,2002_Zambia,115.32,1104.469,1104469000.0,989.149,374.8,1578.79,1203.99,-259.48,-474.321,-214.841,10.4412165484,100.0,89.5587834516,23.73969939,100.0,76.26030061,..,..,..
2003,Afghanistan,2003_Afghanistan,-,..,..,1893.6,-,-,4379.3,-,-,-2485.7,-,-,95.8299595142,-,-,98.3405191772,..,..,..
2003,Albania,2003_Albania,719.709,1166.918,1166918000.0,447.209,802.616,2586.076,1783.46,-82.907,-1419.158,-1336.251,61.6760560725,100.0,38.3239439275,31.0360561716,100.0,68.9639438284,..,..,..
2003,Azerbaijan,2003_Azerbaijan,431.993,3056.613,3056613000.0,2624.62,2046.52,4769.59,2723.07,-1614.527,-1712.977,-98.45,14.1330616601,100.0,85.8669383399,42.9076713093,100.0,57.0923286907,..,..,..
2003,Burkina Faso,2003_Burkina Faso,45.831,366.325,366325000.0,320.494,233.391,918.699,685.308,-187.56,-552.374,-364.814,12.5110216338,100.0,87.4889783662,25.4045122505,100.0,74.5954877495,..,..,..
2003, Cameroon,2003_ Cameroon,644.602,3128.022,3128022000.0,2483.42,1222.49,3436.62,2214.13,-577.888,-308.598,269.29,20.6073358819,100.0,79.3926641181,35.5724520023,100.0,64.4275479977,..,..,..
2003,Central African Republic,2003_Central African Republic,25.80867171,153.8196834,153819683.4,128.01101169,87.92154163,205.43702683,117.5154852,-62.11286992,-51.61734343,10.49552649,16.778523489,100.0,83.221476511,42.7973199314,100.0,57.2026800686,..,..,..
2003, Chad,2003_ Chad,71.23193392,666.72401926,666724019.26,595.49208534,842.56710254,1672.57398485,830.00688231,-771.33516862,-1005.84996559,-234.51479697,10.6838709664,100.0,89.3161290336,50.375475774,100.0,49.624524226,..,..,..
2003,Republic of the Congo,2003_Republic of the Congo,194.081,2830.691,2830691000.0,2636.61,875.43,1706.641,831.211,-681.349,1124.05,1805.399,6.8563117627,100.0,93.1436882373,51.2954979987,100.0,48.7045020013,..,..,..
2003,Democratic Republic of Congo,2003_Democratic Republic of Congo,139.45863644,1517.14110103,1517141101.03,1377.68246459,426.60001875,1921.17097556,1494.57095681,-287.14138231,-404.02987453,-116.88849222,9.1921994827,100.0,90.8078005173,22.2052083951,100.0,77.7947916049,..,..,..
2003, Equatorial Guinea,2003_ Equatorial Guinea,14.96540692,2998.4504789,2998450478.8999996,2983.48507198,734.02099105,1641.78774048,907.76674943,-719.05558413,1356.66273842,2075.71832255,0.4991046884,100.0,99.5008953116,44.7086412544,100.0,55.2913587456,..,..,..
2003, Gabon,2003_ Gabon,172.465,3350.955,3350955000.0,3178.49,839.583,1882.463,1042.88,-667.118,1468.492,2135.61,5.1467417497,100.0,94.8532582503,44.6002391548,100.0,55.3997608452,..,..,..
2003,Ghana,2003_Ghana,630.01,3192.57,3192570000.0,2562.56,921.984,4154.804,3232.82,-291.974,-962.234,-670.26,19.7336315257,100.0,80.2663684743,22.1907940784,100.0,77.8092059216,..,..,..
2003,Guatemala,2003_Guatemala,1058.8,4118.67,4118670000.0,3059.87,1126.12,7301.81,6175.69,-67.32,-3183.14,-3115.82,25.707327851,100.0,74.292672149,15.4224774405,100.0,84.5775225595,..,..,..
2003, Guinea,2003_ Guinea,133.686,742.949,742949000.0,609.263,307.297,951.549,644.252,-173.611,-208.6,-34.989,17.9939672844,100.0,82.0060327156,32.2943957694,100.0,67.7056042306,..,..,..
2003,Indonesia,2003_Indonesia,5292.89,69402.09,69402090000.0,64109.2,17400.4,56946.6,39546.2,-12107.51,12455.49,24563.0,7.6264129798,100.0,92.3735870202,30.5556433571,100.0,69.4443566429,..,..,..
2003,Iraq,2003_Iraq,-,..,..,9711.1,-,-,8349.67831,-,-,1361.42169,-,-,95.4829352612,-,-,76.1163693509,..,..,..
2003,Kazakhstan,2003_Kazakhstan,1712.29,14944.89,14944890000.0,13232.6,3752.69,13306.32,9553.63,-2040.4,1638.57,3678.97,11.457361011,100.0,88.542638989,28.2023128859,100.0,71.7976871141,..,..,..
2003,Kyrgyzstan,2003_Kyrgyzstan,158.188,748.522,748522000.0,590.334,159.585,882.707,723.122,-1.397,-134.185,-132.788,21.1333801812,100.0,78.8666198188,18.0790454817,100.0,81.9209545183,..,..,..
2003,Liberia,2003_Liberia,-,..,..,-,-,-,128.0,-,-,-,-,-,-,-,-,49.5300669227,..,..,..
2003,Madagascar,2003_Madagascar,321.615,1175.221,1175221000.0,853.606,618.833,1730.163,1111.33,-297.218,-554.942,-257.724,27.3663421603,100.0,72.6336578397,35.7673236568,100.0,64.2326763432,..,..,..
2003,Mali,2003_Mali,224.255,1152.097,1152097000.0,927.842,482.231,1470.568,988.337,-257.976,-318.471,-60.495,19.4649408861,100.0,80.5350591139,32.7921592201,100.0,67.2078407799,..,..,..
2003,Mauritania,2003_Mauritania,44.1817897,362.63595842,362635958.42,318.45416872,189.16228424,731.5871027,542.42481846,-144.98049454,-368.95114428,-223.97064974,12.1835103977,100.0,87.8164896023,25.8564268755,100.0,74.1435731245,..,..,..
2003,Mongolia,2003_Mongolia,207.9,835.2,835200000.0,627.3,257.1,1084.0,826.9,-49.2,-248.8,-199.6,24.8922413793,100.0,75.1077586207,23.7177121771,100.0,76.2822878229,..,..,..
2003,Mozambique,2003_Mozambique,303.942,1347.852,1347852000.0,1043.91,573.894,2221.974,1648.08,-269.952,-874.122,-604.17,22.55010194,100.0,77.44989806,25.8281150004,100.0,74.1718849996,..,..,..
2003,Niger,2003_Niger,63.309,415.134,415134000.0,351.825,192.521,680.998,488.477,-129.212,-265.864,-136.652,15.2502565437,100.0,84.7497434563,28.2704207648,100.0,71.7295792352,..,..,..
2003,Nigeria,2003_Nigeria,3473.18,27449.18,27449180000.0,23976.0,5714.8,21866.9,16152.1,-2241.62,5582.28,7823.9,12.6531284359,100.0,87.3468715641,26.1344772236,100.0,73.8655227764,..,..,..
2003,Norway,2003_Norway,21663.1,90328.9,90328900000.0,68665.8,20569.0,61072.4,40503.4,1094.1,29256.5,28162.4,23.9824685123,100.0,76.0175314877,33.6796981943,100.0,66.3203018057,..,..,..
2003,Peru,2003_Peru,1715.59,10806.32,10806320000.0,9090.73,2615.54,10820.39,8204.85,-899.95,-14.07,885.88,15.8758023083,100.0,84.1241976917,24.1723265058,100.0,75.8276734942,..,..,..
2003,Sierra Leone,2003_Sierra Leone,66.063,176.853,176853000.0,110.79,93.79,404.486,310.696,-27.727,-227.633,-199.906,37.3547522519,100.0,62.6452477481,23.1874527178,100.0,76.8125472822,..,..,..
2003,Timor-Leste,2003_Timor-Leste,-,..,..,8.0,-,-,130.0,-,-,-122.0,-,-,100.0,-,-,100.0,..,..,..
2003,Togo,2003_Togo,94.797,692.507,692507000.0,597.71,204.226,958.757,754.531,-109.429,-266.25,-156.821,13.6889591008,100.0,86.3110408992,21.3011221822,100.0,78.6988778178,..,..,..
2003,Trinidad and Tobago,2003_Trinidad and Tobago,685.2,5890.1,5890100000.0,5204.9,371.4,4283.1,3911.7,313.8,1607.0,1293.2,11.6330792346,100.0,88.3669207654,8.6712894866,100.0,91.3287105134,..,..,..
2003,Tanzania,2003_Tanzania,947.759,2168.609,2168609000.0,1220.85,725.69,2659.15,1933.46,222.069,-490.541,-712.61,43.7035445302,100.0,56.2964554698,27.2902995318,100.0,72.7097004682,..,..,..
2003,Yemen,2003_Yemen,317.734,4252.064,4252064000.0000005,3934.33,1003.57,4561.0,3557.43,-685.836,-308.936,376.9,7.4724651369,100.0,92.5275348631,22.0032887525,100.0,77.9967112475,..,..,..
2003,Zambia,2003_Zambia,165.0,1251.52,1251520000.0,1086.52,403.4,1795.93,1392.53,-238.4,-544.41,-306.01,13.1839682946,100.0,86.8160317054,22.4618999627,100.0,77.5381000373,..,..,..
2004,Afghanistan,2004_Afghanistan,-,..,..,1643.0,-,-,5086.3,-,-,-3443.3,-,-,95.2574211503,-,-,98.5506965569,..,..,..
2004,Albania,2004_Albania,1003.45,1606.787,1606787000.0,603.337,1054.82,3249.72,2194.9,-51.37,-1642.933,-1591.563,62.4507168654,100.0,37.5492831346,32.4587964502,100.0,67.5412035498,..,..,..
2004,Azerbaijan,2004_Azerbaijan,492.021,4235.001,4235001000.0,3742.98,2730.43,6312.11,3581.68,-2238.409,-2077.109,161.3,11.6179665601,100.0,88.3820334399,43.2570091459,100.0,56.7429908541,..,..,..
2004,Burkina Faso,2004_Burkina Faso,68.645,561.176,561176000.0,492.531,297.037,1252.785,955.748,-228.392,-691.609,-463.217,12.2323477839,100.0,87.7676522161,23.7101338218,100.0,76.2898661782,..,..,..
2004, Cameroon,2004_ Cameroon,1108.65,3817.0,3817000000.0,2708.35,1491.01,3964.68,2473.67,-382.36,-147.68,234.68,29.0450615667,100.0,70.9549384333,37.6073226591,100.0,62.3926773409,..,..,..
2004,Central African Republic,2004_Central African Republic,40.88702121,174.5270072,174527007.20000002,133.63998599,106.00338832,257.24750844,151.24412012,-65.11636711,-82.72050124,-17.60413413,23.4273318875,100.0,76.5726681125,41.2067696837,100.0,58.7932303163,..,..,..
2004, Chad,2004_ Chad,80.63829183,2278.31568187,2278315681.87,2197.67739004,1707.41171905,2660.87433865,953.4626196,-1626.77342722,-382.55865678,1244.21477044,3.5393818544,100.0,96.4606181456,64.1673187737,100.0,35.8326812263,..,..,..
2004,Republic of the Congo,2004_Republic of the Congo,196.674,3629.864,3629864000.0,3433.19,1016.31,1985.295,968.985,-819.636,1644.569,2464.205,5.4182195256,100.0,94.5817804744,51.1918883592,100.0,48.8081116408,..,..,..
2004,Democratic Republic of Congo,2004_Democratic Republic of Congo,360.29466212,2277.48550018,2277485500.1800003,1917.19083806,774.06818347,2825.50720138,2051.43901791,-413.77352135,-548.0217012,-134.24817985,15.8198443894,100.0,84.1801556106,27.3957250256,100.0,72.6042749744,..,..,..
2004, Equatorial Guinea,2004_ Equatorial Guinea,30.84887891,4739.29223808,4739292238.08,4708.44335917,756.03130885,1847.6769168,1091.64560795,-725.18242994,2891.61532128,3616.79775122,0.6509174231,100.0,99.3490825769,40.9179387357,100.0,59.0820612643,..,..,..
2004, Gabon,2004_ Gabon,156.298,4227.868,4227868000.0000005,4071.57,939.103,2154.733,1215.63,-782.805,2073.135,2855.94,3.6968514627,100.0,96.3031485373,43.5832653048,100.0,56.4167346952,..,..,..
2004,Ghana,2004_Ghana,702.31,3406.77,3406770000.0,2704.46,1081.79,5379.07,4297.28,-379.48,-1972.3,-1592.82,20.6151281126,100.0,79.3848718874,20.1110972715,100.0,79.8889027285,..,..,..
2004,Guatemala,2004_Guatemala,1100.4,6205.47,6205470000.0,5105.07,1344.3,10081.35,8737.05,-243.9,-3875.88,-3631.98,17.7327422419,100.0,82.2672577581,13.3345236501,100.0,86.6654763499,..,..,..
2004, Guinea,2004_ Guinea,85.36,810.91,810910000.0,725.55,275.23,963.63,688.4,-189.87,-152.72,37.15,10.5264455982,100.0,89.4735544018,28.5617923892,100.0,71.4382076108,..,..,..
2004,Indonesia,2004_Indonesia,12045.4,82812.5,82812500000.0,70767.1,20856.3,71470.9,50614.6,-8810.9,11341.6,20152.5,14.5453886792,100.0,85.4546113208,29.1815270271,100.0,70.8184729729,..,..,..
2004,Iraq,2004_Iraq,-,..,..,17810.0,-,-,17905.808856,-,-,-95.808856,-,-,99.1834781807,-,-,81.4033375785,..,..,..
2004,Kazakhstan,2004_Kazakhstan,2009.19,22612.29,22612290000.0,20603.1,5107.9,18925.5,13817.6,-3098.71,3686.79,6785.5,8.885389317,100.0,91.114610683,26.9895115056,100.0,73.0104884944,..,..,..
2004,Kyrgyzstan,2004_Kyrgyzstan,209.802,942.984,942984000.0,733.182,222.649,1126.439,903.79,-12.847,-183.455,-170.608,22.2487338067,100.0,77.7512661933,19.765739645,100.0,80.234260355,..,..,..
2004,Liberia,2004_Liberia,212.391,317.183,317183000.0,104.792,779.784,1058.681,278.897,-567.393,-741.498,-174.105,66.9616593575,100.0,33.0383406425,73.6561816071,100.0,26.3438183929,..,..,..
2004,Madagascar,2004_Madagascar,424.879,1415.281,1415281000.0,990.402,637.311,2064.551,1427.24,-212.432,-649.27,-436.838,30.02082272,100.0,69.97917728,30.8692301619,100.0,69.1307698381,..,..,..
2004,Mali,2004_Mali,241.148,1217.582,1217582000.0,976.434,531.81,1624.69,1092.88,-290.662,-407.108,-116.446,19.8054833268,100.0,80.1945166732,32.7330136826,100.0,67.2669863174,..,..,..
2004,Mauritania,2004_Mauritania,52.01273666,491.62087531,491620875.31,439.60813865,295.93819865,1219.31046692,923.37226827,-243.92546199,-727.68959161,-483.76412962,10.5798470472,100.0,89.4201529528,24.2709471196,100.0,75.7290528804,..,..,..
2004,Mongolia,2004_Mongolia,338.44,1210.54,1210540000.0,872.1,503.69,1404.69,901.0,-165.25,-194.15,-28.9,27.9577709122,100.0,72.0422290878,35.8577337348,100.0,64.1422662652,..,..,..
2004,Mozambique,2004_Mozambique,255.551,1759.411,1759411000.0,1503.86,531.386,2381.086,1849.7,-275.835,-621.675,-345.84,14.5248040395,100.0,85.4751959605,22.3169595722,100.0,77.6830404278,..,..,..
2004,Niger,2004_Niger,93.397,530.114,530114000.00000006,436.717,262.22,851.961,589.741,-168.823,-321.847,-153.024,17.6182858781,100.0,82.3817141219,30.7784041758,100.0,69.2215958242,..,..,..
2004,Nigeria,2004_Nigeria,3335.95,38102.15,38102150000.0,34766.2,5973.19,20981.99,15008.8,-2637.24,17120.16,19757.4,8.7552802138,100.0,91.2447197862,28.4681767554,100.0,71.5318232446,..,..,..
2004,Norway,2004_Norway,25513.029848,108506.887785,108506887785.0,82993.857937,23054.765,71997.82314,48943.05814,2458.264848,36509.064645,34050.799797,23.5128205857,100.0,76.4871794143,32.0214750871,100.0,67.9785249129,..,..,..
2004,Peru,2004_Peru,1993.28,14802.48,14802480000.0,12809.2,2725.11,12529.89,9804.78,-731.83,2272.59,3004.42,13.4658516681,100.0,86.5341483319,21.7488740923,100.0,78.2511259077,..,..,..
2004,Sierra Leone,2004_Sierra Leone,61.469,215.543,215543000.0,154.074,92.342,366.658,274.316,-30.873,-151.115,-120.242,28.5182075038,100.0,71.4817924962,25.1847770947,100.0,74.8152229053,..,..,..
2004,Timor-Leste,2004_Timor-Leste,-,..,..,7.336,-,-,146.133,-,-,-138.797,-,-,100.0,-,-,100.0,..,..,..
2004,Togo,2004_Togo,149.974,750.993,750993000.0,601.019,239.255,1092.567,853.312,-89.281,-341.574,-252.293,19.9700929303,100.0,80.0299070697,21.8984281971,100.0,78.1015718029,..,..,..
2004,Trinidad and Tobago,2004_Trinidad and Tobago,850.8,7396.16,7396160000.0,6545.36,371.3,5262.2,4890.9,479.5,2133.96,1654.46,11.5032665599,100.0,88.4967334401,7.0559841891,100.0,92.9440158109,..,..,..
2004,Tanzania,2004_Tanzania,1133.63,2615.27,2615270000.0,1481.64,974.716,3457.556,2482.84,158.914,-842.286,-1001.2,43.3465760705,100.0,56.6534239295,28.1908955343,100.0,71.8091044657,..,..,..
2004,Yemen,2004_Yemen,369.673,5045.393,5045393000.0,4675.72,1059.43,4918.04,3858.61,-689.757,127.353,817.11,7.3269416277,100.0,92.6730583723,21.5417117388,100.0,78.4582882612,..,..,..
2004,Zambia,2004_Zambia,231.8,2076.31,2076310000.0,1844.51,447.3,2174.24,1726.94,-215.5,-97.93,117.57,11.1640361988,100.0,88.8359638012,20.572705865,100.0,79.427294135,..,..,..
2005,Afghanistan,2005_Afghanistan,-,..,..,1794.8,-,-,6130.1,-,-,-4335.3,-,-,94.395536857,-,-,98.6089241277,..,..,..
2005,Albania,2005_Albania,1164.57,1820.888,1820888000.0,656.318,1382.89,3860.47,2477.58,-218.32,-2039.582,-1821.262,63.9561576549,100.0,36.0438423451,35.8218040809,100.0,64.1781959191,..,..,..
2005,Azerbaijan,2005_Azerbaijan,682.958,8331.918,8331918000.0,7648.96,2652.98,7002.84,4349.86,-1970.022,1329.078,3299.1,8.1968881595,100.0,91.8031118405,37.8843440661,100.0,62.1156559339,..,..,..
2005,Burkina Faso,2005_Burkina Faso,67.616,550.999,550999000.0,483.383,359.8,1399.48,1039.68,-292.184,-848.481,-556.297,12.2715286235,100.0,87.7284713765,25.7095492612,100.0,74.2904507388,..,..,..
2005, Cameroon,2005_ Cameroon,969.93,4235.15,4235149999.9999995,3265.22,1454.83,4344.68,2889.85,-484.9,-109.53,375.37,22.9019043009,100.0,77.0980956991,33.4853199775,100.0,66.5146800225,..,..,..
2005,Central African Republic,2005_Central African Republic,44.17329582,171.95355926,171953559.26,127.78026344,105.40923809,280.20657176,174.79733367,-61.23594227,-108.2530125,-47.01707023,25.689084896,100.0,74.310915104,37.6184032473,100.0,62.3815967527,..,..,..
2005, Chad,2005_ Chad,107.87384258,3188.81903735,3188819037.3500004,3080.94519477,1566.91969939,2517.11952193,950.19982254,-1459.04585681,671.69951542,2130.74537223,3.3828775266,100.0,96.6171224734,62.2505083981,100.0,37.7494916019,..,..,..
2005,Republic of the Congo,2005_Republic of the Congo,220.487,4965.797,4965797000.0,4745.31,1417.15,2722.63,1305.48,-1196.663,2243.167,3439.83,4.4401130372,100.0,95.5598869628,52.050774435,100.0,47.949225565,..,..,..
2005,Democratic Republic of Congo,2005_Democratic Republic of Congo,307.97272916,2710.73989854,2710739898.54,2402.76716938,1167.03176877,3857.4563234,2690.42455463,-859.05903961,-1146.71642486,-287.65738525,11.3612054526,100.0,88.6387945474,30.2539204836,100.0,69.7460795164,..,..,..
2005, Equatorial Guinea,2005_ Equatorial Guinea,36.40031243,7100.33594454,7100335944.54,7063.93563211,921.38290853,2231.22540134,1309.84249281,-884.9825961,4869.1105432,5754.0931393,0.5126561999,100.0,99.4873438001,41.2949273514,100.0,58.7050726486,..,..,..
2005, Gabon,2005_ Gabon,146.189,5610.049,5610049000.0,5463.86,1041.61,2400.46,1358.85,-895.421,3209.589,4105.01,2.6058417672,100.0,97.3941582328,43.3920998475,100.0,56.6079001525,..,..,..
2005,Ghana,2005_Ghana,1106.48,3908.69,3908690000.0,2802.21,1273.1,6620.41,5347.31,-166.62,-2711.72,-2545.1,28.3082055625,100.0,71.6917944375,19.2299268474,100.0,80.7700731526,..,..,..
2005,Guatemala,2005_Guatemala,1307.8,6767.27,6767270000.0,5459.47,1449.6,11099.65,9650.05,-141.8,-4332.38,-4190.58,19.3253704965,100.0,80.6746295035,13.0598712572,100.0,86.9401287428,..,..,..
2005, Guinea,2005_ Guinea,82.89,929.38,929380000.0,846.49,278.31,1031.24,752.93,-195.42,-101.86,93.56,8.9188491252,100.0,91.0811508748,26.9878980645,100.0,73.0121019355,..,..,..
2005,Indonesia,2005_Indonesia,12926.5,99921.8,99921800000.0,86995.3,22048.8,91510.6,69461.8,-9122.3,8411.2,17533.5,12.9366164341,100.0,87.0633835659,24.094257933,100.0,75.905742067,..,..,..
2005,Iraq,2005_Iraq,355.2,24052.6,24052600000.0,23697.4,6094.5,26096.7,20002.2,-5739.3,-2044.1,3695.2,1.4767634268,100.0,98.5232365732,23.3535274575,100.0,76.6464725425,..,..,..
2005,Kazakhstan,2005_Kazakhstan,2228.44,30529.04,30529040000.0,28300.6,7495.71,25474.51,17978.8,-5267.27,5054.53,10321.8,7.2994106595,100.0,92.7005893405,29.4243539915,100.0,70.5756460085,..,..,..
2005,Kyrgyzstan,2005_Kyrgyzstan,259.416,946.253,946253000.0,686.837,290.258,1395.798,1105.54,-30.842,-449.545,-418.703,27.4150782085,100.0,72.5849217915,20.7951293812,100.0,79.2048706188,..,..,..
2005,Liberia,2005_Liberia,213.239,345.502,345502000.0,132.263,855.485,1161.865,306.38,-642.246,-816.363,-174.117,61.7186007606,100.0,38.2813992394,73.6303271034,100.0,26.3696728966,..,..,..
2005,Madagascar,2005_Madagascar,497.858,1332.269,1332269000.0,834.411,615.307,2041.847,1426.54,-117.449,-709.578,-592.129,37.3691799479,100.0,62.6308200521,30.1348240098,100.0,69.8651759902,..,..,..
2005,Mali,2005_Mali,274.288,1375.158,1375158000.0,1100.87,588.036,1833.496,1245.46,-313.748,-458.338,-144.59,19.9459262136,100.0,80.0540737864,32.0718452617,100.0,67.9281547383,..,..,..
2005,Mauritania,2005_Mauritania,79.57,704.70972809,704709728.09,625.13972809,378.74199161,1807.06147801,1428.3194864,-299.17199161,-1102.35174992,-803.17975831,11.2911737739,100.0,88.7088262261,20.9589986959,100.0,79.0410013041,..,..,..
2005,Mongolia,2005_Mongolia,414.47,1483.09,1483090000.0,1068.62,475.86,1573.28,1097.42,-61.39,-90.19,-28.8,27.9463822155,100.0,72.0536177845,30.2463642835,100.0,69.7536357165,..,..,..
2005,Mozambique,2005_Mozambique,341.969,2087.229,2087228999.9999998,1745.26,648.606,2890.936,2242.33,-306.637,-803.707,-497.07,16.3838754636,100.0,83.6161245364,22.435847767,100.0,77.564152233,..,..,..
2005,Niger,2005_Niger,87.528,565.092,565092000.0,477.564,279.334,1048.787,769.453,-191.806,-483.695,-291.889,15.4891592873,100.0,84.5108407127,26.6340067144,100.0,73.3659932856,..,..,..
2005,Nigeria,2005_Nigeria,1792.59,56994.19,56994190000.0,55201.6,6623.5,32626.7,26003.2,-4830.91,24367.49,29198.4,3.1452153281,100.0,96.8547846719,20.3008578863,100.0,79.6991421137,..,..,..
2005,Norway,2005_Norway,29318.276746,133562.816536,133562816536.0,104244.53979,29568.179947,84766.703688,55198.523741,-249.903201,48796.112848,49046.016049,21.9509272913,100.0,78.0490727087,34.8818329138,100.0,65.1181670862,..,..,..
2005,Peru,2005_Peru,2289.2,19656.9,19656900000.0,17367.7,3123.47,15205.07,12081.6,-834.27,4451.83,5286.1,11.6457834145,100.0,88.3542165855,20.542292801,100.0,79.457707199,..,..,..
2005,Sierra Leone,2005_Sierra Leone,78.151,261.782,261781999.99999997,183.631,91.368,453.035,361.667,-13.217,-191.253,-178.036,29.8534658609,100.0,70.1465341391,20.1679781915,100.0,79.8320218085,..,..,..
2005,Timor-Leste,2005_Timor-Leste,-,..,..,8.086,-,-,109.109,-,-,-101.023,-,-,100.0,-,-,100.0,..,..,..
2005,Togo,2005_Togo,176.913,811.002,811002000.0,634.089,250.704,1168.128,917.424,-73.791,-357.126,-283.335,21.814126229,100.0,78.185873771,21.4620315582,100.0,78.5379684418,..,..,..
2005,Trinidad and Tobago,2005_Trinidad and Tobago,896.9,10892.55,10892550000.0,9995.65,540.7,6268.3,5727.6,356.2,4624.25,4268.05,8.2340682393,100.0,91.7659317607,8.6259432382,100.0,91.3740567618,..,..,..
2005,Tanzania,2005_Tanzania,1269.16,2971.66,2971660000.0,1702.5,1207.32,4204.89,2997.57,61.84,-1233.23,-1295.07,42.708789027,100.0,57.291210973,28.7122849825,100.0,71.2877150175,..,..,..
2005,Yemen,2005_Yemen,372.082,6785.262,6785262000.0,6413.18,1241.45,5954.34,4712.89,-869.368,830.922,1700.29,5.4836791859,100.0,94.5163208141,20.8494980132,100.0,79.1505019868,..,..,..
2005,Zambia,2005_Zambia,273.3,2520.14,2520140000.0,2246.84,470.8,2631.55,2160.75,-197.5,-111.41,86.09,10.8446356155,100.0,89.1553643845,17.8905967966,100.0,82.1094032034,..,..,..
2006,Afghanistan,2006_Afghanistan,-,..,..,1811.0,-,-,6744.0,-,-,-4933.0,-,-,94.4428846593,-,-,98.7339492818,..,..,..
2006,Albania,2006_Albania,1503.97,2296.843,2296843000.0,792.873,1584.82,4500.4,2915.58,-80.85,-2203.557,-2122.707,65.4798782503,100.0,34.5201217497,35.2150919918,100.0,64.7849080082,..,..,..
2006,Azerbaijan,2006_Azerbaijan,939.87,13954.47,13954470000.0,13014.6,2863.25,8132.59,5269.34,-1923.38,5821.88,7745.26,6.7352611744,100.0,93.2647388256,35.2071111417,100.0,64.7928888583,..,..,..
